"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"113354" 303 703 "en" "http://www.twitter.com/MixedBarbieKiki" "MixedBarbieKiki" "1068" "Ahhhh the wind through my weaveeeeeee ....messin my shit up sandy" "Twitter for Windows Phone" "39.22600174" "-84.56475067" "42" "" "http://twitter.com/MixedBarbieKiki/statuses/263138854549196801" "" "" "" "" "" "2012-10-30T04:42:46.000Z" 30 4 42 46 "10-30 04:42" "" "" "" "post"
"113465" 230 135 "en" "http://www.twitter.com/IncredibleLiLi" "IncredibleLiLi" "6356" "Going to sleep grateful that I'm safe along with my loved ones but praying for all those in the wet &amp; dark night stay strong! #SANDY #NY" "Twitter for iPhone" "40.87271668" "-73.88688206" "41" "" "http://twitter.com/IncredibleLiLi/statuses/263139494214127616" "" "" "" "" "" "2012-10-30T04:45:18.000Z" 30 4 45 18 "10-30 04:45" "0" "SANDY,NY" "" "post"
"113584" 656 2001 "es" "http://www.twitter.com/pablitsss" "pablitsss" "1719" "Ca? redondito en la foto de los tiburones de #NY #hurac?n #Sandy jajajajajajaja" "Twitter for iPhone" "-33.44896701" "-70.65215858" "33" "" "http://twitter.com/pablitsss/statuses/263141350613069824" "" "" "" "" "" "2012-10-30T04:52:41.000Z" 30 4 52 41 "10-30 04:52" "0" "NY,hurac?n" "" "post"
"113705" 234 492 "en" "http://www.twitter.com/JMackle70" "JMackle70" "1216" "Who is this Sandy girl everyone is tweeting about? People must really not like her." "Twitter for iPhone" "39.8085264" "-77.28103522" "41" "" "http://twitter.com/JMackle70/statuses/263142239650332673" "" "" "" "" "" "2012-10-30T04:56:13.000Z" 30 4 56 13 "10-30 04:56" "" "" "" "post"
"113818" 64 257 "en" "http://www.twitter.com/prabal159" "prabal159" "1507" "Scary! RT \"@BBCWorld: Apartments in a block in NY are exposed after the building's facade collapses. #Sandy PICTURE http://t.co/iGYcOJ5Q\"" "Twitter for BlackBerry?" "28.53036" "77.29337" "34" "" "http://twitter.com/prabal159/statuses/263143083829510144" "" "" "" "" "" "2012-10-30T04:59:34.000Z" 30 4 59 34 "10-30 04:59" "0" "Sandy" "BBCWorld" "post"
"113941" 149 73 "en" "http://www.twitter.com/ChristopherLoCC" "ChristopherLoCC" "721" "It's like I'm in NY... #sandy @ Cloudy HQ http://t.co/c3u1tQEM" "Instagram" "37.76264196" "-122.4162344" "40" "" "http://twitter.com/ChristopherLoCC/statuses/263143902373109760" "" "" "" "" "" "2012-10-30T05:02:49.000Z" 30 5 2 49 "10-30 05:02" "0" "sandy" "" "post"
"114053" 117 235 "en" "http://www.twitter.com/lindsayh42" "lindsayh42" "2477" "#superstormsandy" "Twitter for iPhone" "41.47451401" "-75.61260223" "30" "" "http://twitter.com/lindsayh42/statuses/263144757788803072" "" "" "" "" "" "2012-10-30T05:06:13.000Z" 30 5 6 13 "10-30 05:06" "" "superstormsandy" "" "post"
"114171" 1690 998 "en" "http://www.twitter.com/VanguardBots" "VanguardBots" "8402" "Tree is about to fvck this minivan. #sandy  @ Clinton Hill, Brooklyn http://t.co/AwS7mvV6" "Instagram" "40.68655777" "-73.96287537" "47" "" "http://twitter.com/VanguardBots/statuses/263145684981669888" "" "" "" "" "" "2012-10-30T05:09:54.000Z" 30 5 9 54 "10-30 05:09" "0" "sandy" "" "post"
"114278" 5841 781 "en" "http://www.twitter.com/TorianBrown" "TorianBrown" "4456" "Haha @YourAnonNews, lets all encourage the @realdonaldtrump to give his 5 million to #Sandy victims!" "Twitter for iPhone" "40.79975627" "-73.95538058" "62" "http://twitter.com/YourAnonNews/statuses/263140722708975618" "http://twitter.com/TorianBrown/statuses/263146587646205952" "" "" "" "" "" "2012-10-30T05:13:30.000Z" 30 5 13 30 "10-30 05:13" "0" "Sandy" "YourAnonNews,realDonaldTrump" "post"
"114393" 255 607 "en" "http://www.twitter.com/Faazzla" "Faazzla" "6151" "Water rising in Laundry Room #sandy  @ The Mansion http://t.co/fOFdDD1m" "Instagram" "39.05633163" "-76.85800171" "46" "" "http://twitter.com/Faazzla/statuses/263147649660772353" "" "" "" "" "" "2012-10-30T05:17:43.000Z" 30 5 17 43 "10-30 05:17" "0" "sandy" "" "post"
"114511" 94 223 "en" "http://www.twitter.com/stuffridasays" "stuffridasays" "1163" "Power is down on the east coast, yet everyone seems to tweet all the time. #sandy" "Twitter for Android" "25.0921697" "55.1545108" "40" "" "http://twitter.com/stuffridasays/statuses/263148533761318912" "" "" "" "" "" "2012-10-30T05:21:14.000Z" 30 5 21 14 "10-30 05:21" "" "sandy" "" "post"
"114619" 381 335 "en" "http://www.twitter.com/PaoCrawford" "PaoCrawford" "8146" "#FuturosPadres No vayan a venir con la gran idea de ponerle Sandy a sus ni?as. Nooo por favor.. #seavecinainvasiondeSandies" "Twitter for Android" "8.8797354" "-75.794757" "47" "" "http://twitter.com/PaoCrawford/statuses/263149317957750784" "" "" "" "" "" "2012-10-30T05:24:21.000Z" 30 5 24 21 "10-30 05:24" "" "FuturosPadres,seavecinainvasiondeSandies" "" "post"
"114742" NA 64 "ru" "http://www.twitter.com/windErien" "" "4447" "@sandy_tamura  ?????? ?????? ????? ? ??? ??????? )))" "Twitter for Android" "55.7867557" "37.5883983" "36" "" "http://twitter.com/windErien/statuses/263150493482745856" "" "" "" "" "" "2012-10-30T05:29:01.000Z" 30 5 29 1 "10-30 05:29" "" "" "sandy_tamura" "post"
"114858" 54 201 "en" "http://www.twitter.com/OfcFireOnIce73" "OfcFireOnIce73" "271" "Major thank you to brother n sister firefighters and paramedics from Indiana and Kentucky who made the trip to help. #HurricaneSandy" "Twitter for iPhone" "39.72120054" "-75.05087914" "16" "" "http://twitter.com/OfcFireOnIce73/statuses/263151399779594240" "" "" "" "" "" "2012-10-30T05:32:37.000Z" 30 5 32 37 "10-30 05:32" "" "HurricaneSandy" "" "post"
"114973" 109 161 "en" "http://www.twitter.com/iammrnightlife" "iammrnightlife" "2484" "Wow the wind is blowing outside! Sandy aint playin' around" "Twitter for Android" "36.0775572" "-79.7970002" "25" "" "http://twitter.com/iammrnightlife/statuses/263152482430119936" "" "" "" "" "" "2012-10-30T05:36:55.000Z" 30 5 36 55 "10-30 05:36" "" "" "" "post"
"115081" 192 257 "en" "http://www.twitter.com/carmareese" "carmareese" "1126" "Praying for everyone affected by Hurricane #Sandy" "Twitter for iPhone" "33.59145959" "-83.9716191" "33" "" "http://twitter.com/carmareese/statuses/263153731657424896" "" "" "" "" "" "2012-10-30T05:41:53.000Z" 30 5 41 53 "10-30 05:41" "0" "Sandy" "" "post"
"115200" 196 361 "en" "http://www.twitter.com/Mkay1511" "Mkay1511" "3400" "cant sleep since i was laying down all day #thankyousandy" "Twitter for Android" "42.23398247" "-71.11467473" "40" "" "http://twitter.com/Mkay1511/statuses/263155014430760960" "" "" "" "" "" "2012-10-30T05:46:59.000Z" 30 5 46 59 "10-30 05:46" "" "thankyousandy" "" "post"
"115316" 78 194 "en" "http://www.twitter.com/Thaboross" "Thaboross" "441" "They talk about hurricane sandy mxm....shit we had zakaria on saturday !!! http://t.co/WqgGrUPN" "UberSocial for BlackBerry" "-26.1509732" "27.919906" "42" "" "http://twitter.com/Thaboross/statuses/263156169152028672" "" "" "" "" "" "2012-10-30T05:51:34.000Z" 30 5 51 34 "10-30 05:51" "0" "" "" "post"
"115426" 13 86 "en" "http://www.twitter.com/jnskinner1" "jnskinner1" "72" "Well this seems like an appropriate emoticon. ?? #sandy but in all seriousness hope everybody stays safe!" "Twitter for iPhone" "33.41773753" "-112.2305964" "" "" "http://twitter.com/jnskinner1/statuses/263157872630824960" "" "" "" "" "" "2012-10-30T05:58:20.000Z" 30 5 58 20 "10-30 05:58" "" "sandy" "" "post"
"115546" 148 199 "en" "http://www.twitter.com/caseyyylynnn" "caseyyylynnn" "5922" "@ejribbitribbit ohh Sandy, whyyyyyyyyyyyyy oh why!" "Twitter for iPhone" "40.82044041" "-96.69690571" "42" "http://twitter.com/ejribbitribbit/statuses/263140237176369152" "http://twitter.com/caseyyylynnn/statuses/263159217492463616" "" "" "" "" "" "2012-10-30T06:03:41.000Z" 30 6 3 41 "10-30 06:03" "" "" "ejribbitribbit" "post"
"115662" 86 93 "en" "http://www.twitter.com/codysipes11" "codysipes11" "1354" "Face is wind burnt thanks to sandy." "Twitter for Android" "38.17411065" "-85.75625718" "35" "" "http://twitter.com/codysipes11/statuses/263160605911953408" "" "" "" "" "" "2012-10-30T06:09:12.000Z" 30 6 9 12 "10-30 06:09" "" "" "" "post"
"115780" 64 123 "en" "http://www.twitter.com/robbz" "robbz" "1217" "@Techn1x it already has started -Christian preacher blames gays for Hurricane Sandy http://t.co/RJpyWJNX via @gaystarnews" "Twitter for iPhone" "-37.85016277" "145.121935" "33" "http://twitter.com/Techn1x/statuses/263141457551032322" "http://twitter.com/robbz/statuses/263161963624935424" "" "" "" "" "" "2012-10-30T06:14:36.000Z" 30 6 14 36 "10-30 06:14" "" "" "Techn1x,gaystarnews" "post"
"115891" 26 137 "en" "http://www.twitter.com/Morollan" "Morollan" "58" "@mstrandberg fickformat meddelandet om att harvest ligger nere pga Sandy?" "Twitter for iPhone" "63.39302427" "13.09981671" "16" "" "http://twitter.com/Morollan/statuses/263163599105708032" "" "" "" "" "" "2012-10-30T06:21:06.000Z" 30 6 21 6 "10-30 06:21" "" "" "mstrandberg" "post"
"116005" 20 58 "it" "http://www.twitter.com/iDannadaw" "iDannadaw" "393" "Non riesco a capire se le foto sono false o sono vere, anche se sembra impossibile! #Sandy" "Twitter for iPhone" "44.42216969" "8.96044933" "21" "" "http://twitter.com/iDannadaw/statuses/263165113245261825" "" "" "" "" "" "2012-10-30T06:27:07.000Z" 30 6 27 7 "10-30 06:27" "" "Sandy" "" "post"
"116117" 15 135 "tr" "http://www.twitter.com/onurakyazici" "onurakyazici" "77" "?u sandy kasirgasi T?rkiye'de olsun memlekette adam kalmaz. Aslina bakarsan pekte fena olmaz." "Twitter for iPhone" "41.08673521" "29.01016803" "13" "" "http://twitter.com/onurakyazici/statuses/263166606811725824" "" "" "" "" "" "2012-10-30T06:33:03.000Z" 30 6 33 3 "10-30 06:33" "" "" "" "post"
"116230" 69 259 "tr" "http://www.twitter.com/ArdicMustafa" "ArdicMustafa" "1724" "#sandy allah butun turkleri kurtleri butun insanlarimizi amerikada kanadada korusun..." "Twitter for iPhone" "45.43050607" "-73.63070581" "33" "" "http://twitter.com/ArdicMustafa/statuses/263168399390158848" "" "" "" "" "" "2012-10-30T06:40:10.000Z" 30 6 40 10 "10-30 06:40" "" "sandy" "" "post"
"116338" 283 896 "en" "http://www.twitter.com/Hillyer211" "Hillyer211" "1705" "Calm the fuck down Sandy and go to bed i know i am peace goodnight!!!" "Twitter for Android" "44.1691639" "-77.4053271" "41" "" "http://twitter.com/Hillyer211/statuses/263169991497621504" "" "" "" "" "" "2012-10-30T06:46:30.000Z" 30 6 46 30 "10-30 06:46" "" "" "" "post"
"116445" 36 101 "en" "http://www.twitter.com/miki_hcp" "miki_hcp" "415" "nekom je Sandy majka, nekom maceha!" "Twitter for iPhone" "43.5790504" "21.13034153" "29" "" "http://twitter.com/miki_hcp/statuses/263171581096890368" "" "" "" "" "" "2012-10-30T06:52:49.000Z" 30 6 52 49 "10-30 06:52" "" "" "" "post"
"116554" 116 133 "en" "http://www.twitter.com/_DANNB" "_DANNB" "4836" "never mind, i forgot about SANDY ass" "Twitter for Android" "39.3348213" "-76.6134165" "31" "" "http://twitter.com/_DANNB/statuses/263173179873304577" "" "" "" "" "" "2012-10-30T06:59:10.000Z" 30 6 59 10 "10-30 06:59" "" "" "" "post"
"116670" 63 474 "en" "http://www.twitter.com/GymWerner" "GymWerner" "1696" "@HarleyPlays @youtube @epicmealtime 

Absolutely. Is it a sandy sandwich?" "Twitter for iPhone" "40.31080247" "-78.95471214" "27" "http://twitter.com/HarleyPlays/statuses/263174465310031872" "http://twitter.com/GymWerner/statuses/263174849042714624" "" "" "" "" "" "2012-10-30T07:05:48.000Z" 30 7 5 48 "10-30 07:05" "" "" "HarleyPlays,YouTube" "post"
"116776" 95 92 "en" "http://www.twitter.com/annngggg" "annngggg" "2426" "I forget my cousin lives in new york maybe I should text him and ask him how hurricane sandy is treating him" "Twitter for Android" "33.84969867" "-117.9269586" "41" "" "http://twitter.com/annngggg/statuses/263176262061813760" "" "" "" "" "" "2012-10-30T07:11:25.000Z" 30 7 11 25 "10-30 07:11" "" "" "" "post"
"116885" 196 260 "en" "http://www.twitter.com/AmoWaNnete" "AmoWaNnete" "3404" "Watch out for Sandy. RT @leratokganyago: But its so cold outside!!! http://t.co/U6aRNMaQ" "UberSocial for BlackBerry" "-27.3942265" "23.4976849" "47" "" "http://twitter.com/AmoWaNnete/statuses/263177876554280961" "" "" "" "" "" "2012-10-30T07:17:50.000Z" 30 7 17 50 "10-30 07:17" "0" "" "leratokganyago" "post"
"117000" 100 593 "en" "http://www.twitter.com/daviddavidlim" "daviddavidlim" "4897" "@dannews #Sandy's affect on @FOURtv http://t.co/V9kIXue4" "Twitter for iPhone" "-41.27852604" "174.7688253" "29" "" "http://twitter.com/daviddavidlim/statuses/263179774812356608" "" "" "" "" "" "2012-10-30T07:25:23.000Z" 30 7 25 23 "10-30 07:25" "" "Sandy" "dannews,FOURtv" "post"
"117112" 282 482 "es" "http://www.twitter.com/tcarceller" "tcarceller" "2617" "El hurac?n Sandy arrastra 2 tiburones l metro de New Jersey http://t.co/JdQ4x7ga" "Twitter for iPhone" "39.53683252" "-0.35680191" "41" "" "http://twitter.com/tcarceller/statuses/263181716993236992" "" "" "" "" "" "2012-10-30T07:33:06.000Z" 30 7 33 6 "10-30 07:33" "0" "" "" "post"
"117216" 299 459 "es" "http://www.twitter.com/olivaescritor" "olivaescritor" "7633" "Es terrible q hayan muerto 12 personas en New York por el hurac?n Sandy.Pero hace pocos d?as murieron frente a nuestra costa cincuenta(cont)" "Twitter for Android" "36.7373261" "-4.5521479" "47" "" "http://twitter.com/olivaescritor/statuses/263183685703065600" "" "" "" "" "" "2012-10-30T07:40:55.000Z" 30 7 40 55 "10-30 07:40" "0" "" "" "post"
"117327" 91 400 "en" "http://www.twitter.com/FontManu" "FontManu" "1822" "\"There is mercy for no one when a woman is angry. This anger could destroy an entire city like New York\" - Sandy 30/10/2012" "Twitter for Android" "40.6005743" "22.9925903" "34" "" "http://twitter.com/FontManu/statuses/263185570107387905" "" "" "" "" "" "2012-10-30T07:48:24.000Z" 30 7 48 24 "10-30 07:48" "" "" "" "post"
"117434" 22 87 "en" "http://www.twitter.com/sloom2" "sloom2" "93" "#Newyork #sandy #storm windy &amp; little cold http://t.co/3mbgvRum" "Twitter for iPhone" "40.62810453" "-74.02222119" "13" "" "http://twitter.com/sloom2/statuses/263187500300914688" "" "" "" "" "" "2012-10-30T07:56:04.000Z" 30 7 56 4 "10-30 07:56" "" "Newyork,sandy" "" "post"
"117541" 458 558 "en" "http://www.twitter.com/homiswag" "homiswag" "9920" "#HurricaneSandy : Celebs Continue to Storm Watch on Twitter http://t.co/n6P2G8Ch" "Twitter for iPhone" "45.48631771" "9.20020418" "42" "" "http://twitter.com/homiswag/statuses/263189060036743169" "" "" "" "" "" "2012-10-30T08:02:16.000Z" 30 8 2 16 "10-30 08:02" "" "HurricaneSandy" "" "post"
"117650" 606 683 "en" "http://www.twitter.com/kristynlao" "kristynlao" "3041" "Can't sleep. It's way too quiet out there.... #Sandy" "Twitter for iPhone" "41.02434189" "-73.76321025" "58" "" "http://twitter.com/kristynlao/statuses/263190921762463744" "" "" "" "" "" "2012-10-30T08:09:40.000Z" 30 8 9 40 "10-30 08:09" "0" "Sandy" "" "post"
"117767" 190 123 "en" "http://www.twitter.com/DJDaveRothwell" "DJDaveRothwell" "2463" "What if Gangnam Style was actually a giant rain dance and we brought this hurricane on ourselves? #TakeCareEastCoast #Sandy" "Twitter for iPhone" "51.6051374" "0.5259014" "36" "" "http://twitter.com/DJDaveRothwell/statuses/263192945174409216" "" "" "" "" "" "2012-10-30T08:17:42.000Z" 30 8 17 42 "10-30 08:17" "" "TakeCareEastCoast,Sandy" "" "post"
"117883" 38 43 "en" "http://www.twitter.com/Ladivon31Von" "Ladivon31Von" "522" "???????? #sandy http://t.co/wKJzFuxK" "Twitter for iPhone" "40.73369302" "-73.92585646" "" "" "http://twitter.com/Ladivon31Von/statuses/263195177227780098" "" "" "" "" "" "2012-10-30T08:26:35.000Z" 30 8 26 35 "10-30 08:26" "" "sandy" "" "post"
"117995" 0 2 "en" "http://www.twitter.com/Ronnylawsonahad" "Ronnylawsonahad" "3" "Oh hurricane sandy" "Twitter for Android" "5.6412573" "-0.1861208" "" "" "http://twitter.com/Ronnylawsonahad/statuses/263197476918554624" "" "" "" "" "" "2012-10-30T08:35:43.000Z" 30 8 35 43 "10-30 08:35" "" "" "" "post"
"118111" 55 616 "en" "http://www.twitter.com/iamstuartt" "iamstuartt" "3673" "Sat watching CNN the coverage of #sandy is amazing" "Twitter for iPhone" "52.511986" "0.08339372" "21" "" "http://twitter.com/iamstuartt/statuses/263199499298697216" "" "" "" "" "" "2012-10-30T08:43:45.000Z" 30 8 43 45 "10-30 08:43" "" "sandy" "" "post"
"118220" 230 996 "en" "http://www.twitter.com/vampvikinggirl" "vampvikinggirl" "15309" "I hope my friends are ready for #Sandy. Please be strong and safe. My worries are nothing compared to yours right now." "TweetCaster for iOS" "14.174227" "121.203372" "" "" "http://twitter.com/vampvikinggirl/statuses/263201539055837184" "" "" "" "" "" "2012-10-30T08:51:51.000Z" 30 8 51 51 "10-30 08:51" "0" "Sandy" "" "post"
"118329" 212 161 "fr" "http://www.twitter.com/Kssybaby97" "Kssybaby97" "3467" "Waaye Sandy a ?t? sans piti?" "Twitter for Android" "48.9480805" "2.4568301" "34" "" "http://twitter.com/Kssybaby97/statuses/263203939720237056" "" "" "" "" "" "2012-10-30T09:01:23.000Z" 30 9 1 23 "10-30 09:01" "" "" "" "post"
"118438" 184 216 "es" "http://www.twitter.com/feripa13" "feripa13" "2766" "?Que viene Sandy tambi?n a Espa?a? #lluvia" "Twitter for BlackBerry?" "40.44532" "-3.73536" "41" "" "http://twitter.com/feripa13/statuses/263205980555333632" "" "" "" "" "" "2012-10-30T09:09:30.000Z" 30 9 9 30 "10-30 09:09" "0" "lluvia" "" "post"
"118546" 127 145 "en" "http://www.twitter.com/azramharris" "azramharris" "5970" "U invading countries for d sake of twisted terrorism. What u felt when your country destroyed and invaded just for a couple of hour? #sandy" "Twitter for Android" "13.7495916" "100.563348" "42" "" "http://twitter.com/azramharris/statuses/263208232431005697" "" "" "" "" "" "2012-10-30T09:18:27.000Z" 30 9 18 27 "10-30 09:18" "" "sandy" "" "post"
"118657" 9 68 "en" "http://www.twitter.com/SuperTical" "SuperTical" "312" "@MusclepharmPres gym closed bcuz of #sandy any at home workout of the days?" "Twitter for iPhone" "40.61438705" "-75.48722877" "14" "http://twitter.com/MusclepharmPres/statuses/263187726633926656" "http://twitter.com/SuperTical/statuses/263210416916807680" "" "" "" "" "" "2012-10-30T09:27:08.000Z" 30 9 27 8 "10-30 09:27" "" "sandy" "MusclepharmPres" "post"
"118772" 55 470 "en" "http://www.twitter.com/YashRahangdale" "YashRahangdale" "273" "Sandy Hurricane ?? http://t.co/W4jEH7xo" "Twitter for iPhone" "18.91610604" "72.82612712" "17" "" "http://twitter.com/YashRahangdale/statuses/263212981813399552" "" "" "" "" "" "2012-10-30T09:37:20.000Z" 30 9 37 20 "10-30 09:37" "" "" "" "post"
"118881" 300 530 "en" "http://www.twitter.com/GrantMacLaren" "GrantMacLaren" "7171" "I bought one for #Sandy #yolo #ihateyolo  \"@hayleyhawkins: people seriously still buy wind chimes?\"" "Twitter for BlackBerry?" "44.64249" "-63.57956" "45" "" "http://twitter.com/GrantMacLaren/statuses/263214821082820608" "" "" "" "" "" "2012-10-30T09:44:38.000Z" 30 9 44 38 "10-30 09:44" "0" "Sandy,yolo" "hayleyhawkins" "post"
"118990" 44 84 "en" "http://www.twitter.com/rmugabi" "rmugabi" "163" "@andykristian Breaking News: #Sandy is now just south of #Lancaster PA. U safe?" "Twitter for iPhone" "0.33800701" "32.58721672" "24" "" "http://twitter.com/rmugabi/statuses/263216984202821632" "" "" "" "" "" "2012-10-30T09:53:14.000Z" 30 9 53 14 "10-30 09:53" "" "Sandy,Lancaster" "andykristian" "post"
"119099" 133 254 "en" "http://www.twitter.com/heathercnet" "heathercnet" "7960" "go away Sandy omg" "Twitter for Android" "42.3082903" "-83.2718683" "41" "" "http://twitter.com/heathercnet/statuses/263218811086467072" "" "" "" "" "" "2012-10-30T10:00:29.000Z" 30 10 0 29 "10-30 10:00" "" "" "" "post"
"119215" 640 791 "en" "http://www.twitter.com/slytraining" "slytraining" "16767" "Due to Hurricane #SANDY, The New York harbor recorded 32 feet waves, which beat the record of 6 in a half. http://t.co/78OJ4Izl" "UberSocial for BlackBerry" "25.8096976" "-80.1243924" "42" "" "http://twitter.com/slytraining/statuses/263220302211846144" "" "" "" "" "" "2012-10-30T10:06:25.000Z" 30 10 6 25 "10-30 10:06" "0" "SANDY" "" "post"
"119329" 57 45 "en" "http://www.twitter.com/Shalewalurv" "Shalewalurv" "439" "Prayers for all dose affected by Hurricane Sandy. God is with u all.? http://t.co/OGsVGCY1" "UberSocial for BlackBerry" "8.996461" "7.42547" "24" "" "http://twitter.com/Shalewalurv/statuses/263222149500792832" "" "" "" "" "" "2012-10-30T10:13:45.000Z" 30 10 13 45 "10-30 10:13" "" "" "" "post"
"119443" 185 259 "pt" "http://www.twitter.com/luacurado" "luacurado" "13542" "@gorodrigogo dizem que o Sandy perdeu for?as, virou apenas uma brisa fresca e agora chama Junior..." "Twitter for iPhone" "-15.58684647" "-56.1057984" "45" "" "http://twitter.com/luacurado/statuses/263223902199746560" "" "" "" "" "" "2012-10-30T10:20:43.000Z" 30 10 20 43 "10-30 10:20" "" "" "gorodrigogo" "post"
"119557" 156 251 "en" "http://www.twitter.com/keniarivas" "keniarivas" "2451" "Dios cubra US con el paso de Sandy, a mi Papi y Familia en NY !!!!" "Twitter for iPhone" "18.41991872" "-66.18964008" "42" "" "http://twitter.com/keniarivas/statuses/263227463935602688" "" "" "" "" "" "2012-10-30T10:34:52.000Z" 30 10 34 52 "10-30 10:34" "0" "" "" "post"
"119677" 111 103 "en" "http://www.twitter.com/amaxkan" "amaxkan" "2376" "Fuckin #Sandy didn't do shit" "Twitter for iPhone" "43.66456286" "-79.74168755" "41" "" "http://twitter.com/amaxkan/statuses/263229065673203712" "" "" "" "" "" "2012-10-30T10:41:14.000Z" 30 10 41 14 "10-30 10:41" "" "Sandy" "" "post"
"119783" 663 1995 "en" "http://www.twitter.com/sezloveslife12" "sezloveslife12" "35291" "RIP to the people who have died from #hurricanesandy. Stay safe everyone on the East Coast of the USA. #prayers" "Twitter for Android" "-34.8674755" "138.6181631" "41" "" "http://twitter.com/sezloveslife12/statuses/263230265613234176" "" "" "" "" "" "2012-10-30T10:46:00.000Z" 30 10 46 0 "10-30 10:46" "0" "hurricanesandy,prayers" "" "post"
"119900" 264 216 "en" "http://www.twitter.com/CKIJ" "CKIJ" "6899" "Eep! #HurricaneSandy damage on #instagram RT @oliviawilde http://t.co/5mXHUq9S?" "Twitter for iPhone" "54.58541598" "-5.9438418" "40" "" "http://twitter.com/CKIJ/statuses/263231920236818433" "" "" "" "" "" "2012-10-30T10:52:35.000Z" 30 10 52 35 "10-30 10:52" "" "HurricaneSandy,instagram" "oliviawilde" "post"
"120016" 173 224 "en" "http://www.twitter.com/HamzyKrish" "HamzyKrish" "2338" "My cousin thinks sandy is gonna cancel his flight so he can stay longer with us.. His flight is next Sunday in the evening. #NoChanceBro" "Twitter for iPhone" "43.80971841" "-79.18622766" "38" "" "http://twitter.com/HamzyKrish/statuses/263233355569573888" "" "" "" "" "" "2012-10-30T10:58:17.000Z" 30 10 58 17 "10-30 10:58" "" "NoChanceBro" "" "post"
"120128" 252 830 "de" "http://www.twitter.com/elifelfelo" "elifelfelo" "1732" "Sandy diye kasirga ismi mi olur allah askina ya. Mukkaddes, nurten, gulnur, ayperi :(" "Twitter for iPhone" "41.06849933" "29.01275511" "44" "" "http://twitter.com/elifelfelo/statuses/263234690218074112" "" "" "" "" "" "2012-10-30T11:03:35.000Z" 30 11 3 35 "10-30 11:03" "" "" "" "post"
"120246" 160 59 "es" "http://www.twitter.com/edsonfrodrigues" "edsonfrodrigues" "5744" "Sandy faz estragos no USA e o pior que depois de Sandy vem o J?nior ali?s ainda me confundo  quem ?  Sandy e quem ? J?nior." "Twitter for Android" "-22.12981607" "-51.39408505" "38" "" "http://twitter.com/edsonfrodrigues/statuses/263236064012009472" "" "" "" "" "" "2012-10-30T11:09:03.000Z" 30 11 9 3 "10-30 11:09" "0" "" "" "post"
"120356" 1802 803 "pt" "http://www.twitter.com/ReePerroni_" "ReePerroni_" "32893" "Acho que mere?o um parab?ns por estar passando a aula de matem?tica lendo as noticias do Furac?o Sandy" "Twitter for iPhone" "-23.64964084" "-46.66898639" "46" "" "http://twitter.com/ReePerroni_/statuses/263237197799505921" "" "" "" "" "" "2012-10-30T11:13:33.000Z" 30 11 13 33 "10-30 11:13" "0" "" "" "post"
"120471" 88 120 "en" "http://www.twitter.com/ron5" "ron5" "2101" "Should be snowing in Ohio a bit but clear skies to where I am. Go away #Sandy.  @ Nashville http://t.co/BksWDmmH" "Instagram" "36.30183881" "-86.70660158" "32" "" "http://twitter.com/ron5/statuses/263238261588246528" "" "" "" "" "" "2012-10-30T11:17:46.000Z" 30 11 17 46 "10-30 11:17" "0" "Sandy" "" "post"
"120584" 140 196 "en" "http://www.twitter.com/RebcCox" "RebcCox" "1055" "Manhattan'in ustundeki devasa kararti gitmedi hala, bitemedi Sandy bir turlu ???" "Twitter for iPhone" "40.7873141" "-74.00424192" "" "" "http://twitter.com/RebcCox/statuses/263239387364597760" "" "" "" "" "" "2012-10-30T11:22:15.000Z" 30 11 22 15 "10-30 11:22" "" "" "" "post"
"120699" 532 327 "en" "http://www.twitter.com/atinylittled0t" "atinylittled0t" "73396" "I hate the weather outside. Fuck Hurricane Sandy!" "TweetCaster for Android" "42.85058418" "-85.61433218" "44" "" "http://twitter.com/atinylittled0t/statuses/263240560394006528" "" "" "" "" "" "2012-10-30T11:26:55.000Z" 30 11 26 55 "10-30 11:26" "0" "" "" "post"
"120808" 910 239 "en" "http://www.twitter.com/LuanGasbarro" "LuanGasbarro" "10106" "Quando a #sandy disse que gostava de anal os americanos levaram muito a s?rio tomando no c?." "Twitter for iPhone" "30.2476188" "-81.6974496" "45" "" "http://twitter.com/LuanGasbarro/statuses/263241595590168577" "" "" "" "" "" "2012-10-30T11:31:01.000Z" 30 11 31 1 "10-30 11:31" "0" "sandy" "" "post"
"120924" 167 239 "en" "http://www.twitter.com/__Browniees" "__Browniees" "2850" "Why Couldn't Sandy Ass Knock The Power. Outta N.O. ?" "TweetCaster for Android" "42.3590636" "-83.1183588" "34" "" "http://twitter.com/__Browniees/statuses/263242575580905472" "" "" "" "" "" "2012-10-30T11:34:55.000Z" 30 11 34 55 "10-30 11:34" "" "" "" "post"
